SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE
50,1,1,Alabama,Autauga County,11,0,55601,26995,28606
50,1,1,Alabama,Autauga County,11,1,3364,1728,1636
50,1,1,Alabama,Autauga County,11,2,3423,1779,1644
50,1,1,Alabama,Autauga County,11,3,3882,1977,1905
50,1,1,Alabama,Autauga County,11,4,3755,1913,1842
50,1,1,Alabama,Autauga County,11,5,3173,1629,1544
50,1,1,Alabama,Autauga County,11,6,3705,1830,1875
50,1,1,Alabama,Autauga County,11,7,3461,1659,1802
50,1,1,Alabama,Autauga County,11,8,3628,1767,1861
50,1,1,Alabama,Autauga County,11,9,3616,1717,1899
50,1,1,Alabama,Autauga County,11,10,3966,1912,2054
50,1,1,Alabama,Autauga County,11,11,3811,1845,1966
50,1,1,Alabama,Autauga County,11,12,3927,1956,1971
50,1,1,Alabama,Autauga County,11,13,3237,1496,1741
50,1,1,Alabama,Autauga County,11,14,2589,1228,1361
50,1,1,Alabama,Autauga County,11,15,2311,1019,1292
50,1,1,Alabama,Autauga County,11,16,1739,724,1015
50,1,1,Alabama,Autauga County,11,17,1143,487,656
50,1,1,Alabama,Autauga County,11,18,871,329,542
50,1,3,Alabama,Baldwin County,11,0,218022,105657,112365
50,1,3,Alabama,Baldwin County,11,1,11955,6135,5820
50,1,3,Alabama,Baldwin County,11,2,12802,6519,6283
50,1,3,Alabama,Baldwin County,11,3,13981,7049,6932
50,1,3,Alabama,Baldwin County,11,4,12932,6398,6534
50,1,3,Alabama,Baldwin County,11,5,11108,5632,5476
50,1,3,Alabama,Baldwin County,11,6,12471,6145,6326
50,1,3,Alabama,Baldwin County,11,7,12057,5941,6116
50,1,3,Alabama,Baldwin County,11,8,13156,6318,6838
50,1,3,Alabama,Baldwin County,11,9,12877,6261,6616
50,1,3,Alabama,Baldwin County,11,10,14461,7038,7423
50,1,3,Alabama,Baldwin County,11,11,14242,6817,7425
50,1,3,Alabama,Baldwin County,11,12,15744,7416,8328
50,1,3,Alabama,Baldwin County,11,13,15665,7307,8358
50,1,3,Alabama,Baldwin County,11,14,14267,6622,7645
50,1,3,Alabama,Baldwin County,11,15,12471,5974,6497
50,1,3,Alabama,Baldwin County,11,16,8465,3946,4519
50,1,3,Alabama,Baldwin County,11,17,5064,2384,2680
50,1,3,Alabama,Baldwin County,11,18,4304,1755,2549
50,1,5,Alabama,Barbour County,11,0,24881,13133,11748
50,1,5,Alabama,Barbour County,11,1,1284,656,628
50,1,5,Alabama,Barbour County,11,2,1448,717,731
50,1,5,Alabama,Barbour County,11,3,1509,775,734
50,1,5,Alabama,Barbour County,11,4,1451,759,692
50,1,5,Alabama,Barbour County,11,5,1472,871,601
50,1,5,Alabama,Barbour County,11,6,1796,1133,663
50,1,5,Alabama,Barbour County,11,7,1670,992,678
50,1,5,Alabama,Barbour County,11,8,1531,923,608
50,1,5,Alabama,Barbour County,11,9,1450,867,583
50,1,5,Alabama,Barbour County,11,10,1624,929,695
50,1,5,Alabama,Barbour County,11,11,1603,847,756
50,1,5,Alabama,Barbour County,11,12,1675,826,849
50,1,5,Alabama,Barbour County,11,13,1536,749,787
50,1,5,Alabama,Barbour County,11,14,1540,701,839
50,1,5,Alabama,Barbour County,11,15,1337,608,729
50,1,5,Alabama,Barbour County,11,16,907,401,506
50,1,5,Alabama,Barbour County,11,17,576,231,345
50,1,5,Alabama,Barbour County,11,18,472,148,324
50,1,7,Alabama,Bibb County,11,0,22400,11921,10479
50,1,7,Alabama,Bibb County,11,1,1285,656,629
50,1,7,Alabama,Bibb County,11,2,1171,610,561
50,1,7,Alabama,Bibb County,11,3,1326,711,615
50,1,7,Alabama,Bibb County,11,4,1270,683,587
50,1,7,Alabama,Bibb County,11,5,1303,767,536
50,1,7,Alabama,Bibb County,11,6,1726,994,732
50,1,7,Alabama,Bibb County,11,7,1601,960,641
50,1,7,Alabama,Bibb County,11,8,1512,912,600
50,1,7,Alabama,Bibb County,11,9,1440,796,644
50,1,7,Alabama,Bibb County,11,10,1598,886,712
50,1,7,Alabama,Bibb County,11,11,1581,847,734
50,1,7,Alabama,Bibb County,11,12,1534,801,733
50,1,7,Alabama,Bibb County,11,13,1363,671,692
50,1,7,Alabama,Bibb County,11,14,1182,576,606
50,1,7,Alabama,Bibb County,11,15,992,455,537
50,1,7,Alabama,Bibb County,11,16,731,323,408
50,1,7,Alabama,Bibb County,11,17,422,165,257
50,1,7,Alabama,Bibb County,11,18,363,108,255
50,1,9,Alabama,Blount County,11,0,57840,28500,29340
50,1,9,Alabama,Blount County,11,1,3460,1723,1737
50,1,9,Alabama,Blount County,11,2,3635,1838,1797
50,1,9,Alabama,Blount County,11,3,3902,1923,1979
50,1,9,Alabama,Blount County,11,4,3668,1882,1786
50,1,9,Alabama,Blount County,11,5,3178,1680,1498
50,1,9,Alabama,Blount County,11,6,3564,1791,1773
50,1,9,Alabama,Blount County,11,7,3370,1687,1683
50,1,9,Alabama,Blount County,11,8,3514,1775,1739
50,1,9,Alabama,Blount County,11,9,3553,1739,1814
50,1,9,Alabama,Blount County,11,10,3921,1969,1952
50,1,9,Alabama,Blount County,11,11,3897,1923,1974
50,1,9,Alabama,Blount County,11,12,3947,2034,1913
50,1,9,Alabama,Blount County,11,13,3683,1785,1898
50,1,9,Alabama,Blount County,11,14,3282,1564,1718
50,1,9,Alabama,Blount County,11,15,2961,1329,1632
50,1,9,Alabama,Blount County,11,16,1970,899,1071
50,1,9,Alabama,Blount County,11,17,1303,588,715
50,1,9,Alabama,Blount County,11,18,1032,371,661
50,1,11,Alabama,Bullock County,11,0,10138,5527,4611
50,1,11,Alabama,Bullock County,11,1,600,287,313
50,1,11,Alabama,Bullock County,11,2,598,303,295
50,1,11,Alabama,Bullock County,11,3,601,340,261
50,1,11,Alabama,Bullock County,11,4,529,268,261
50,1,11,Alabama,Bullock County,11,5,626,368,258
50,1,11,Alabama,Bullock County,11,6,769,486,283
50,1,11,Alabama,Bullock County,11,7,757,474,283
50,1,11,Alabama,Bullock County,11,8,689,419,270
50,1,11,Alabama,Bullock County,11,9,620,375,245
50,1,11,Alabama,Bullock County,11,10,654,406,248
50,1,11,Alabama,Bullock County,11,11,604,335,269
50,1,11,Alabama,Bullock County,11,12,752,393,359
50,1,11,Alabama,Bullock County,11,13,678,357,321
50,1,11,Alabama,Bullock County,11,14,541,264,277
50,1,11,Alabama,Bullock County,11,15,407,176,231
50,1,11,Alabama,Bullock County,11,16,296,123,173
50,1,11,Alabama,Bullock County,11,17,233,100,133
50,1,11,Alabama,Bullock County,11,18,184,53,131
50,1,13,Alabama,Butler County,11,0,19680,9165,10515
50,1,13,Alabama,Butler County,11,1,1119,564,555
50,1,13,Alabama,Butler County,11,2,1232,658,574
50,1,13,Alabama,Butler County,11,3,1288,695,593
50,1,13,Alabama,Butler County,11,4,1173,626,547
50,1,13,Alabama,Butler County,11,5,1090,554,536
50,1,13,Alabama,Butler County,11,6,1196,593,603
50,1,13,Alabama,Butler County,11,7,1083,453,630
50,1,13,Alabama,Butler County,11,8,1254,584,670
50,1,13,Alabama,Butler County,11,9,1136,491,645
50,1,13,Alabama,Butler County,11,10,1182,541,641
50,1,13,Alabama,Butler County,11,11,1131,495,636
50,1,13,Alabama,Butler County,11,12,1360,597,763
50,1,13,Alabama,Butler County,11,13,1441,680,761
50,1,13,Alabama,Butler County,11,14,1242,560,682
50,1,13,Alabama,Butler County,11,15,958,457,501
50,1,13,Alabama,Butler County,11,16,702,282,420
50,1,13,Alabama,Butler County,11,17,508,198,310
50,1,13,Alabama,Butler County,11,18,585,137,448
50,1,15,Alabama,Calhoun County,11,0,114277,54914,59363
50,1,15,Alabama,Calhoun County,11,1,6580,3339,3241
50,1,15,Alabama,Calhoun County,11,2,6561,3330,3231
50,1,15,Alabama,Calhoun County,11,3,7146,3730,3416
50,1,15,Alabama,Calhoun County,11,4,7491,3768,3723
50,1,15,Alabama,Calhoun County,11,5,7286,3635,3651
50,1,15,Alabama,Calhoun County,11,6,8177,4050,4127
50,1,15,Alabama,Calhoun County,11,7,6882,3329,3553
50,1,15,Alabama,Calhoun County,11,8,6983,3376,3607
50,1,15,Alabama,Calhoun County,11,9,6663,3240,3423
50,1,15,Alabama,Calhoun County,11,10,7064,3419,3645
50,1,15,Alabama,Calhoun County,11,11,7239,3545,3694
50,1,15,Alabama,Calhoun County,11,12,8086,3838,4248
50,1,15,Alabama,Calhoun County,11,13,7872,3730,4142
50,1,15,Alabama,Calhoun County,11,14,6769,3054,3715
50,1,15,Alabama,Calhoun County,11,15,5307,2405,2902
50,1,15,Alabama,Calhoun County,11,16,3672,1579,2093
50,1,15,Alabama,Calhoun County,11,17,2388,916,1472
50,1,15,Alabama,Calhoun County,11,18,2111,631,1480
50,1,17,Alabama,Chambers County,11,0,33615,16093,17522
50,1,17,Alabama,Chambers County,11,1,1929,1011,918
50,1,17,Alabama,Chambers County,11,2,1940,948,992
50,1,17,Alabama,Chambers County,11,3,1926,957,969
50,1,17,Alabama,Chambers County,11,4,1886,1022,864
50,1,17,Alabama,Chambers County,11,5,2007,995,1012
50,1,17,Alabama,Chambers County,11,6,2373,1181,1192
50,1,17,Alabama,Chambers County,11,7,1858,878,980
50,1,17,Alabama,Chambers County,11,8,1876,909,967
50,1,17,Alabama,Chambers County,11,9,1899,906,993
50,1,17,Alabama,Chambers County,11,10,2179,1054,1125
50,1,17,Alabama,Chambers County,11,11,2230,1090,1140
50,1,17,Alabama,Chambers County,11,12,2531,1215,1316
50,1,17,Alabama,Chambers County,11,13,2419,1139,1280
50,1,17,Alabama,Chambers County,11,14,2073,963,1110
50,1,17,Alabama,Chambers County,11,15,1767,791,976
50,1,17,Alabama,Chambers County,11,16,1205,519,686
50,1,17,Alabama,Chambers County,11,17,768,317,451
50,1,17,Alabama,Chambers County,11,18,749,198,551
50,1,19,Alabama,Cherokee County,11,0,26032,12896,13136
50,1,19,Alabama,Cherokee County,11,1,1206,608,598
50,1,19,Alabama,Cherokee County,11,2,1348,712,636
50,1,19,Alabama,Cherokee County,11,3,1482,750,732
50,1,19,Alabama,Cherokee County,11,4,1499,746,753
50,1,19,Alabama,Cherokee County,11,5,1304,685,619
50,1,19,Alabama,Cherokee County,11,6,1548,821,727
50,1,19,Alabama,Cherokee County,11,7,1206,575,631
50,1,19,Alabama,Cherokee County,11,8,1298,635,663
50,1,19,Alabama,Cherokee County,11,9,1471,731,740
50,1,19,Alabama,Cherokee County,11,10,1733,863,870
50,1,19,Alabama,Cherokee County,11,11,1857,980,877
50,1,19,Alabama,Cherokee County,11,12,2016,991,1025
50,1,19,Alabama,Cherokee County,11,13,2084,1010,1074
50,1,19,Alabama,Cherokee County,11,14,1862,935,927
50,1,19,Alabama,Cherokee County,11,15,1683,799,884
50,1,19,Alabama,Cherokee County,11,16,1152,535,617
50,1,19,Alabama,Cherokee County,11,17,747,336,411
50,1,19,Alabama,Cherokee County,11,18,536,184,352
50,1,21,Alabama,Chilton County,11,0,44153,21668,22485
50,1,21,Alabama,Chilton County,11,1,2730,1373,1357
50,1,21,Alabama,Chilton County,11,2,2922,1455,1467
50,1,21,Alabama,Chilton County,11,3,2971,1463,1508
50,1,21,Alabama,Chilton County,11,4,2847,1460,1387
50,1,21,Alabama,Chilton County,11,5,2549,1292,1257
50,1,21,Alabama,Chilton County,11,6,3017,1543,1474
50,1,21,Alabama,Chilton County,11,7,2554,1273,1281
50,1,21,Alabama,Chilton County,11,8,2679,1308,1371
50,1,21,Alabama,Chilton County,11,9,2776,1341,1435
50,1,21,Alabama,Chilton County,11,10,2879,1498,1381
50,1,21,Alabama,Chilton County,11,11,2934,1448,1486
50,1,21,Alabama,Chilton County,11,12,2998,1492,1506
50,1,21,Alabama,Chilton County,11,13,2886,1352,1534
50,1,21,Alabama,Chilton County,11,14,2473,1174,1299
50,1,21,Alabama,Chilton County,11,15,1988,919,1069
50,1,21,Alabama,Chilton County,11,16,1346,625,721
50,1,21,Alabama,Chilton County,11,17,835,355,480
50,1,21,Alabama,Chilton County,11,18,769,297,472
50,1,23,Alabama,Choctaw County,11,0,12841,6070,6771
50,1,23,Alabama,Choctaw County,11,1,673,338,335
50,1,23,Alabama,Choctaw County,11,2,651,325,326
50,1,23,Alabama,Choctaw County,11,3,740,406,334
50,1,23,Alabama,Choctaw County,11,4,749,384,365
50,1,23,Alabama,Choctaw County,11,5,694,336,358
50,1,23,Alabama,Choctaw County,11,6,708,335,373
50,1,23,Alabama,Choctaw County,11,7,596,286,310
50,1,23,Alabama,Choctaw County,11,8,693,319,374
50,1,23,Alabama,Choctaw County,11,9,689,322,367
50,1,23,Alabama,Choctaw County,11,10,789,365,424
50,1,23,Alabama,Choctaw County,11,11,894,421,473
50,1,23,Alabama,Choctaw County,11,12,1053,503,550
50,1,23,Alabama,Choctaw County,11,13,959,443,516
50,1,23,Alabama,Choctaw County,11,14,865,383,482
50,1,23,Alabama,Choctaw County,11,15,803,348,455
50,1,23,Alabama,Choctaw County,11,16,568,274,294
50,1,23,Alabama,Choctaw County,11,17,364,150,214
50,1,23,Alabama,Choctaw County,11,18,353,132,221
50,1,25,Alabama,Clarke County,11,0,23920,11328,12592
50,1,25,Alabama,Clarke County,11,1,1386,689,697
50,1,25,Alabama,Clarke County,11,2,1318,675,643
50,1,25,Alabama,Clarke County,11,3,1471,749,722
50,1,25,Alabama,Clarke County,11,4,1574,781,793
50,1,25,Alabama,Clarke County,11,5,1433,715,718
50,1,25,Alabama,Clarke County,11,6,1478,712,766
50,1,25,Alabama,Clarke County,11,7,1150,551,599
50,1,25,Alabama,Clarke County,11,8,1407,655,752
50,1,25,Alabama,Clarke County,11,9,1381,632,749
50,1,25,Alabama,Clarke County,11,10,1490,702,788
50,1,25,Alabama,Clarke County,11,11,1630,763,867
50,1,25,Alabama,Clarke County,11,12,1789,844,945
50,1,25,Alabama,Clarke County,11,13,1660,773,887
50,1,25,Alabama,Clarke County,11,14,1336,642,694
50,1,25,Alabama,Clarke County,11,15,1261,583,678
50,1,25,Alabama,Clarke County,11,16,959,418,541
50,1,25,Alabama,Clarke County,11,17,605,255,350
50,1,25,Alabama,Clarke County,11,18,592,189,403
50,1,27,Alabama,Clay County,11,0,13275,6492,6783
50,1,27,Alabama,Clay County,11,1,687,362,325
50,1,27,Alabama,Clay County,11,2,733,376,357
50,1,27,Alabama,Clay County,11,3,769,403,366
50,1,27,Alabama,Clay County,11,4,795,425,370
50,1,27,Alabama,Clay County,11,5,780,403,377
50,1,27,Alabama,Clay County,11,6,763,363,400
50,1,27,Alabama,Clay County,11,7,683,320,363
50,1,27,Alabama,Clay County,11,8,772,381,391
50,1,27,Alabama,Clay County,11,9,734,350,384
50,1,27,Alabama,Clay County,11,10,870,435,435
50,1,27,Alabama,Clay County,11,11,979,486,493
50,1,27,Alabama,Clay County,11,12,1012,500,512
50,1,27,Alabama,Clay County,11,13,947,457,490
50,1,27,Alabama,Clay County,11,14,852,411,441
50,1,27,Alabama,Clay County,11,15,673,320,353
50,1,27,Alabama,Clay County,11,16,541,236,305
50,1,27,Alabama,Clay County,11,17,373,144,229
50,1,27,Alabama,Clay County,11,18,312,120,192
50,1,29,Alabama,Cleburne County,11,0,14987,7421,7566
50,1,29,Alabama,Cleburne County,11,1,894,453,441
50,1,29,Alabama,Cleburne County,11,2,935,483,452
50,1,29,Alabama,Cleburne County,11,3,987,496,491
50,1,29,Alabama,Cleburne County,11,4,918,534,384
50,1,29,Alabama,Cleburne County,11,5,744,390,354
50,1,29,Alabama,Cleburne County,11,6,943,482,461
50,1,29,Alabama,Cleburne County,11,7,807,384,423
50,1,29,Alabama,Cleburne County,11,8,858,422,436
50,1,29,Alabama,Cleburne County,11,9,894,450,444
50,1,29,Alabama,Cleburne County,11,10,1036,519,517
50,1,29,Alabama,Cleburne County,11,11,1040,519,521
50,1,29,Alabama,Cleburne County,11,12,1073,541,532
50,1,29,Alabama,Cleburne County,11,13,943,431,512
50,1,29,Alabama,Cleburne County,11,14,908,448,460
50,1,29,Alabama,Cleburne County,11,15,784,357,427
50,1,29,Alabama,Cleburne County,11,16,574,283,291
50,1,29,Alabama,Cleburne County,11,17,310,122,188
50,1,29,Alabama,Cleburne County,11,18,339,107,232
50,1,31,Alabama,Coffee County,11,0,51909,25521,26388
50,1,31,Alabama,Coffee County,11,1,3211,1657,1554
50,1,31,Alabama,Coffee County,11,2,3394,1719,1675
50,1,31,Alabama,Coffee County,11,3,3498,1820,1678
50,1,31,Alabama,Coffee County,11,4,3330,1734,1596
50,1,31,Alabama,Coffee County,11,5,2985,1514,1471
50,1,31,Alabama,Coffee County,11,6,3327,1671,1656
50,1,31,Alabama,Coffee County,11,7,3270,1699,1571
50,1,31,Alabama,Coffee County,11,8,3316,1591,1725
50,1,31,Alabama,Coffee County,11,9,3344,1685,1659
50,1,31,Alabama,Coffee County,11,10,3552,1752,1800
50,1,31,Alabama,Coffee County,11,11,3373,1682,1691
50,1,31,Alabama,Coffee County,11,12,3289,1636,1653
50,1,31,Alabama,Coffee County,11,13,3219,1515,1704
50,1,31,Alabama,Coffee County,11,14,2739,1293,1446
50,1,31,Alabama,Coffee County,11,15,2439,1134,1305
50,1,31,Alabama,Coffee County,11,16,1524,637,887
50,1,31,Alabama,Coffee County,11,17,1129,466,663
50,1,31,Alabama,Coffee County,11,18,970,316,654
50,1,33,Alabama,Colbert County,11,0,54762,26259,28503
50,1,33,Alabama,Colbert County,11,1,3108,1549,1559
50,1,33,Alabama,Colbert County,11,2,3140,1579,1561
50,1,33,Alabama,Colbert County,11,3,3199,1642,1557
50,1,33,Alabama,Colbert County,11,4,3119,1567,1552
50,1,33,Alabama,Colbert County,11,5,3113,1554,1559
50,1,33,Alabama,Colbert County,11,6,3698,1862,1836
50,1,33,Alabama,Colbert County,11,7,3239,1544,1695
50,1,33,Alabama,Colbert County,11,8,3185,1553,1632
50,1,33,Alabama,Colbert County,11,9,3136,1526,1610
50,1,33,Alabama,Colbert County,11,10,3530,1680,1850
50,1,33,Alabama,Colbert County,11,11,3636,1755,1881
50,1,33,Alabama,Colbert County,11,12,3872,1837,2035
50,1,33,Alabama,Colbert County,11,13,3873,1864,2009
50,1,33,Alabama,Colbert County,11,14,3417,1599,1818
50,1,33,Alabama,Colbert County,11,15,2718,1196,1522
50,1,33,Alabama,Colbert County,11,16,2129,912,1217
50,1,33,Alabama,Colbert County,11,17,1364,548,816
50,1,33,Alabama,Colbert County,11,18,1286,492,794
50,1,35,Alabama,Conecuh County,11,0,12277,5881,6396
50,1,35,Alabama,Conecuh County,11,1,652,312,340
50,1,35,Alabama,Conecuh County,11,2,715,343,372
50,1,35,Alabama,Conecuh County,11,3,726,382,344
50,1,35,Alabama,Conecuh County,11,4,708,354,354
50,1,35,Alabama,Conecuh County,11,5,687,344,343
50,1,35,Alabama,Conecuh County,11,6,723,364,359
50,1,35,Alabama,Conecuh County,11,7,634,305,329
50,1,35,Alabama,Conecuh County,11,8,626,288,338
50,1,35,Alabama,Conecuh County,11,9,639,293,346
50,1,35,Alabama,Conecuh County,11,10,696,330,366
50,1,35,Alabama,Conecuh County,11,11,792,361,431
50,1,35,Alabama,Conecuh County,11,12,962,478,484
50,1,35,Alabama,Conecuh County,11,13,955,465,490
50,1,35,Alabama,Conecuh County,11,14,771,359,412
50,1,35,Alabama,Conecuh County,11,15,782,372,410
50,1,35,Alabama,Conecuh County,11,16,526,240,286
50,1,35,Alabama,Conecuh County,11,17,358,154,204
50,1,35,Alabama,Conecuh County,11,18,325,137,188
50,1,37,Alabama,Coosa County,11,0,10715,5399,5316
50,1,37,Alabama,Coosa County,11,1,488,264,224
50,1,37,Alabama,Coosa County,11,2,440,249,191
50,1,37,Alabama,Coosa County,11,3,519,247,272
50,1,37,Alabama,Coosa County,11,4,504,263,241
50,1,37,Alabama,Coosa County,11,5,557,304,253
50,1,37,Alabama,Coosa County,11,6,608,333,275
50,1,37,Alabama,Coosa County,11,7,492,228,264
50,1,37,Alabama,Coosa County,11,8,536,280,256
50,1,37,Alabama,Coosa County,11,9,598,305,293
50,1,37,Alabama,Coosa County,11,10,781,359,422
50,1,37,Alabama,Coosa County,11,11,783,413,370
50,1,37,Alabama,Coosa County,11,12,967,462,505
50,1,37,Alabama,Coosa County,11,13,961,525,436
50,1,37,Alabama,Coosa County,11,14,785,395,390
50,1,37,Alabama,Coosa County,11,15,662,303,359
50,1,37,Alabama,Coosa County,11,16,475,242,233
50,1,37,Alabama,Coosa County,11,17,289,126,163
50,1,37,Alabama,Coosa County,11,18,270,101,169
50,1,39,Alabama,Covington County,11,0,36986,17896,19090
50,1,39,Alabama,Covington County,11,1,2203,1111,1092
50,1,39,Alabama,Covington County,11,2,2235,1180,1055
50,1,39,Alabama,Covington County,11,3,2293,1161,1132
50,1,39,Alabama,Covington County,11,4,2104,1069,1035
50,1,39,Alabama,Covington County,11,5,1862,941,921
50,1,39,Alabama,Covington County,11,6,2325,1182,1143
50,1,39,Alabama,Covington County,11,7,2017,957,1060
50,1,39,Alabama,Covington County,11,8,2077,994,1083
50,1,39,Alabama,Covington County,11,9,1952,957,995
50,1,39,Alabama,Covington County,11,10,2226,1121,1105
50,1,39,Alabama,Covington County,11,11,2403,1147,1256
50,1,39,Alabama,Covington County,11,12,2738,1349,1389
50,1,39,Alabama,Covington County,11,13,2761,1335,1426
50,1,39,Alabama,Covington County,11,14,2276,1091,1185
50,1,39,Alabama,Covington County,11,15,2050,955,1095
50,1,39,Alabama,Covington County,11,16,1458,637,821
50,1,39,Alabama,Covington County,11,17,1027,393,634
50,1,39,Alabama,Covington County,11,18,979,316,663
50,1,41,Alabama,Crenshaw County,11,0,13824,6674,7150
50,1,41,Alabama,Crenshaw County,11,1,798,410,388
50,1,41,Alabama,Crenshaw County,11,2,884,468,416
50,1,41,Alabama,Crenshaw County,11,3,914,457,457
50,1,41,Alabama,Crenshaw County,11,4,850,440,410
50,1,41,Alabama,Crenshaw County,11,5,757,367,390
50,1,41,Alabama,Crenshaw County,11,6,892,436,456
50,1,41,Alabama,Crenshaw County,11,7,749,359,390
50,1,41,Alabama,Crenshaw County,11,8,808,384,424
50,1,41,Alabama,Crenshaw County,11,9,777,380,397
50,1,41,Alabama,Crenshaw County,11,10,871,428,443
50,1,41,Alabama,Crenshaw County,11,11,896,407,489
50,1,41,Alabama,Crenshaw County,11,12,1017,520,497
50,1,41,Alabama,Crenshaw County,11,13,982,475,507
50,1,41,Alabama,Crenshaw County,11,14,846,394,452
50,1,41,Alabama,Crenshaw County,11,15,759,345,414
50,1,41,Alabama,Crenshaw County,11,16,422,201,221
50,1,41,Alabama,Crenshaw County,11,17,299,119,180
50,1,41,Alabama,Crenshaw County,11,18,303,84,219
50,1,43,Alabama,Cullman County,11,0,83442,41245,42197
50,1,43,Alabama,Cullman County,11,1,5162,2588,2574
50,1,43,Alabama,Cullman County,11,2,5114,2584,2530
50,1,43,Alabama,Cullman County,11,3,5220,2729,2491
50,1,43,Alabama,Cullman County,11,4,5036,2577,2459
50,1,43,Alabama,Cullman County,11,5,4599,2359,2240
50,1,43,Alabama,Cullman County,11,6,5790,2878,2912
50,1,43,Alabama,Cullman County,11,7,4980,2588,2392
50,1,43,Alabama,Cullman County,11,8,4946,2478,2468
50,1,43,Alabama,Cullman County,11,9,5077,2567,2510
50,1,43,Alabama,Cullman County,11,10,5258,2616,2642
50,1,43,Alabama,Cullman County,11,11,5442,2784,2658
50,1,43,Alabama,Cullman County,11,12,5792,2864,2928
50,1,43,Alabama,Cullman County,11,13,5580,2723,2857
50,1,43,Alabama,Cullman County,11,14,4872,2314,2558
50,1,43,Alabama,Cullman County,11,15,4205,1935,2270
50,1,43,Alabama,Cullman County,11,16,3016,1339,1677
50,1,43,Alabama,Cullman County,11,17,1903,792,1111
50,1,43,Alabama,Cullman County,11,18,1450,530,920
50,1,45,Alabama,Dale County,11,0,48956,24023,24933
50,1,45,Alabama,Dale County,11,1,3268,1651,1617
50,1,45,Alabama,Dale County,11,2,3118,1628,1490
50,1,45,Alabama,Dale County,11,3,2984,1521,1463
50,1,45,Alabama,Dale County,11,4,2934,1505,1429
50,1,45,Alabama,Dale County,11,5,3189,1716,1473
50,1,45,Alabama,Dale County,11,6,3824,2001,1823
50,1,45,Alabama,Dale County,11,7,3373,1688,1685
50,1,45,Alabama,Dale County,11,8,2939,1418,1521
50,1,45,Alabama,Dale County,11,9,2734,1302,1432
50,1,45,Alabama,Dale County,11,10,2954,1418,1536
50,1,45,Alabama,Dale County,11,11,2949,1442,1507
50,1,45,Alabama,Dale County,11,12,3273,1565,1708
50,1,45,Alabama,Dale County,11,13,3147,1487,1660
50,1,45,Alabama,Dale County,11,14,2603,1289,1314
50,1,45,Alabama,Dale County,11,15,2175,971,1204
50,1,45,Alabama,Dale County,11,16,1577,674,903
50,1,45,Alabama,Dale County,11,17,1017,409,608
50,1,45,Alabama,Dale County,11,18,898,338,560
50,1,47,Alabama,Dallas County,11,0,38310,17685,20625
50,1,47,Alabama,Dallas County,11,1,2335,1149,1186
50,1,47,Alabama,Dallas County,11,2,2432,1230,1202
50,1,47,Alabama,Dallas County,11,3,2703,1385,1318
50,1,47,Alabama,Dallas County,11,4,2642,1338,1304
50,1,47,Alabama,Dallas County,11,5,2369,1130,1239
50,1,47,Alabama,Dallas County,11,6,2384,1082,1302
50,1,47,Alabama,Dallas County,11,7,2099,975,1124
50,1,47,Alabama,Dallas County,11,8,2199,980,1219
50,1,47,Alabama,Dallas County,11,9,2047,876,1171
50,1,47,Alabama,Dallas County,11,10,2107,943,1164
50,1,47,Alabama,Dallas County,11,11,2415,1122,1293
50,1,47,Alabama,Dallas County,11,12,2844,1262,1582
50,1,47,Alabama,Dallas County,11,13,2813,1281,1532
50,1,47,Alabama,Dallas County,11,14,2299,1073,1226
50,1,47,Alabama,Dallas County,11,15,1839,817,1022
50,1,47,Alabama,Dallas County,11,16,1220,524,696
50,1,47,Alabama,Dallas County,11,17,862,325,537
50,1,47,Alabama,Dallas County,11,18,701,193,508
50,1,49,Alabama,DeKalb County,11,0,71385,35428,35957
50,1,49,Alabama,DeKalb County,11,1,4237,2210,2027
50,1,49,Alabama,DeKalb County,11,2,4692,2377,2315
50,1,49,Alabama,DeKalb County,11,3,5213,2674,2539
50,1,49,Alabama,DeKalb County,11,4,4796,2513,2283
50,1,49,Alabama,DeKalb County,11,5,4058,2130,1928
50,1,49,Alabama,DeKalb County,11,6,4542,2289,2253
50,1,49,Alabama,DeKalb County,11,7,3963,2033,1930
50,1,49,Alabama,DeKalb County,11,8,4256,2097,2159
50,1,49,Alabama,DeKalb County,11,9,4505,2254,2251
50,1,49,Alabama,DeKalb County,11,10,4839,2450,2389
50,1,49,Alabama,DeKalb County,11,11,4642,2295,2347
50,1,49,Alabama,DeKalb County,11,12,4755,2362,2393
50,1,49,Alabama,DeKalb County,11,13,4565,2215,2350
50,1,49,Alabama,DeKalb County,11,14,4030,1922,2108
50,1,49,Alabama,DeKalb County,11,15,3345,1584,1761
50,1,49,Alabama,DeKalb County,11,16,2279,1028,1251
50,1,49,Alabama,DeKalb County,11,17,1461,597,864
50,1,49,Alabama,DeKalb County,11,18,1207,398,809
50,1,51,Alabama,Elmore County,11,0,81887,39585,42302
50,1,51,Alabama,Elmore County,11,1,4713,2387,2326
50,1,51,Alabama,Elmore County,11,2,4922,2604,2318
50,1,51,Alabama,Elmore County,11,3,5264,2625,2639
50,1,51,Alabama,Elmore County,11,4,5095,2630,2465
50,1,51,Alabama,Elmore County,11,5,5054,2617,2437
50,1,51,Alabama,Elmore County,11,6,6089,2979,3110
50,1,51,Alabama,Elmore County,11,7,5478,2611,2867
50,1,51,Alabama,Elmore County,11,8,5529,2596,2933
