SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE
50,19,41,Iowa,Clay County,11,4,933,462,471
50,19,41,Iowa,Clay County,11,5,804,405,399
50,19,41,Iowa,Clay County,11,6,927,499,428
50,19,41,Iowa,Clay County,11,7,932,457,475
50,19,41,Iowa,Clay County,11,8,1033,526,507
50,19,41,Iowa,Clay County,11,9,892,424,468
50,19,41,Iowa,Clay County,11,10,874,454,420
50,19,41,Iowa,Clay County,11,11,936,472,464
50,19,41,Iowa,Clay County,11,12,1173,573,600
50,19,41,Iowa,Clay County,11,13,1232,612,620
50,19,41,Iowa,Clay County,11,14,978,486,492
50,19,41,Iowa,Clay County,11,15,726,337,389
50,19,41,Iowa,Clay County,11,16,597,287,310
50,19,41,Iowa,Clay County,11,17,424,198,226
50,19,41,Iowa,Clay County,11,18,619,203,416
50,19,43,Iowa,Clayton County,11,0,17556,8885,8671
50,19,43,Iowa,Clayton County,11,1,964,496,468
50,19,43,Iowa,Clayton County,11,2,1002,530,472
50,19,43,Iowa,Clayton County,11,3,1116,576,540
50,19,43,Iowa,Clayton County,11,4,980,510,470
50,19,43,Iowa,Clayton County,11,5,824,408,416
50,19,43,Iowa,Clayton County,11,6,881,452,429
50,19,43,Iowa,Clayton County,11,7,858,444,414
50,19,43,Iowa,Clayton County,11,8,910,484,426
50,19,43,Iowa,Clayton County,11,9,842,438,404
50,19,43,Iowa,Clayton County,11,10,960,514,446
50,19,43,Iowa,Clayton County,11,11,1069,556,513
50,19,43,Iowa,Clayton County,11,12,1469,726,743
50,19,43,Iowa,Clayton County,11,13,1508,780,728
50,19,43,Iowa,Clayton County,11,14,1296,671,625
50,19,43,Iowa,Clayton County,11,15,950,488,462
50,19,43,Iowa,Clayton County,11,16,731,348,383
50,19,43,Iowa,Clayton County,11,17,541,241,300
50,19,43,Iowa,Clayton County,11,18,655,223,432
50,19,45,Iowa,Clinton County,11,0,46518,22844,23674
50,19,45,Iowa,Clinton County,11,1,2773,1388,1385
50,19,45,Iowa,Clinton County,11,2,2954,1528,1426
50,19,45,Iowa,Clinton County,11,3,3026,1571,1455
50,19,45,Iowa,Clinton County,11,4,2841,1436,1405
50,19,45,Iowa,Clinton County,11,5,2528,1243,1285
50,19,45,Iowa,Clinton County,11,6,2656,1316,1340
50,19,45,Iowa,Clinton County,11,7,2509,1255,1254
50,19,45,Iowa,Clinton County,11,8,2683,1312,1371
50,19,45,Iowa,Clinton County,11,9,2560,1285,1275
50,19,45,Iowa,Clinton County,11,10,2713,1338,1375
50,19,45,Iowa,Clinton County,11,11,3096,1569,1527
50,19,45,Iowa,Clinton County,11,12,3655,1797,1858
50,19,45,Iowa,Clinton County,11,13,3364,1662,1702
50,19,45,Iowa,Clinton County,11,14,2771,1357,1414
50,19,45,Iowa,Clinton County,11,15,2219,1053,1166
50,19,45,Iowa,Clinton County,11,16,1660,779,881
50,19,45,Iowa,Clinton County,11,17,1214,525,689
50,19,45,Iowa,Clinton County,11,18,1296,430,866
50,19,47,Iowa,Crawford County,11,0,17158,8767,8391
50,19,47,Iowa,Crawford County,11,1,1195,591,604
50,19,47,Iowa,Crawford County,11,2,1209,618,591
50,19,47,Iowa,Crawford County,11,3,1187,607,580
50,19,47,Iowa,Crawford County,11,4,1230,649,581
50,19,47,Iowa,Crawford County,11,5,1062,542,520
50,19,47,Iowa,Crawford County,11,6,1006,518,488
50,19,47,Iowa,Crawford County,11,7,1050,567,483
50,19,47,Iowa,Crawford County,11,8,1013,578,435
50,19,47,Iowa,Crawford County,11,9,956,497,459
50,19,47,Iowa,Crawford County,11,10,995,508,487
50,19,47,Iowa,Crawford County,11,11,970,489,481
50,19,47,Iowa,Crawford County,11,12,1189,638,551
50,19,47,Iowa,Crawford County,11,13,1090,569,521
50,19,47,Iowa,Crawford County,11,14,892,466,426
50,19,47,Iowa,Crawford County,11,15,721,354,367
50,19,47,Iowa,Crawford County,11,16,552,273,279
50,19,47,Iowa,Crawford County,11,17,364,146,218
50,19,47,Iowa,Crawford County,11,18,477,157,320
50,19,49,Iowa,Dallas County,11,0,90180,44496,45684
50,19,49,Iowa,Dallas County,11,1,6945,3552,3393
50,19,49,Iowa,Dallas County,11,2,7373,3783,3590
50,19,49,Iowa,Dallas County,11,3,6915,3520,3395
50,19,49,Iowa,Dallas County,11,4,5686,2864,2822
50,19,49,Iowa,Dallas County,11,5,4642,2323,2319
50,19,49,Iowa,Dallas County,11,6,6030,2986,3044
50,19,49,Iowa,Dallas County,11,7,6998,3425,3573
50,19,49,Iowa,Dallas County,11,8,7947,3984,3963
50,19,49,Iowa,Dallas County,11,9,6440,3300,3140
50,19,49,Iowa,Dallas County,11,10,6074,3041,3033
50,19,49,Iowa,Dallas County,11,11,5339,2714,2625
50,19,49,Iowa,Dallas County,11,12,4821,2387,2434
50,19,49,Iowa,Dallas County,11,13,4157,1944,2213
50,19,49,Iowa,Dallas County,11,14,3649,1688,1961
50,19,49,Iowa,Dallas County,11,15,2637,1216,1421
50,19,49,Iowa,Dallas County,11,16,1774,794,980
50,19,49,Iowa,Dallas County,11,17,1286,507,779
50,19,49,Iowa,Dallas County,11,18,1467,468,999
50,19,51,Iowa,Davis County,11,0,9017,4462,4555
50,19,51,Iowa,Davis County,11,1,809,400,409
50,19,51,Iowa,Davis County,11,2,688,322,366
50,19,51,Iowa,Davis County,11,3,745,376,369
50,19,51,Iowa,Davis County,11,4,601,291,310
50,19,51,Iowa,Davis County,11,5,486,268,218
50,19,51,Iowa,Davis County,11,6,511,267,244
50,19,51,Iowa,Davis County,11,7,463,227,236
50,19,51,Iowa,Davis County,11,8,504,254,250
50,19,51,Iowa,Davis County,11,9,472,240,232
50,19,51,Iowa,Davis County,11,10,487,252,235
50,19,51,Iowa,Davis County,11,11,480,235,245
50,19,51,Iowa,Davis County,11,12,594,303,291
50,19,51,Iowa,Davis County,11,13,564,292,272
50,19,51,Iowa,Davis County,11,14,501,244,257
50,19,51,Iowa,Davis County,11,15,351,174,177
50,19,51,Iowa,Davis County,11,16,295,133,162
50,19,51,Iowa,Davis County,11,17,223,100,123
50,19,51,Iowa,Davis County,11,18,243,84,159
50,19,53,Iowa,Decatur County,11,0,7890,3940,3950
50,19,53,Iowa,Decatur County,11,1,508,263,245
50,19,53,Iowa,Decatur County,11,2,444,218,226
50,19,53,Iowa,Decatur County,11,3,487,246,241
50,19,53,Iowa,Decatur County,11,4,709,365,344
50,19,53,Iowa,Decatur County,11,5,933,508,425
50,19,53,Iowa,Decatur County,11,6,389,198,191
50,19,53,Iowa,Decatur County,11,7,353,174,179
50,19,53,Iowa,Decatur County,11,8,387,207,180
50,19,53,Iowa,Decatur County,11,9,353,175,178
50,19,53,Iowa,Decatur County,11,10,381,195,186
50,19,53,Iowa,Decatur County,11,11,358,176,182
50,19,53,Iowa,Decatur County,11,12,492,244,248
50,19,53,Iowa,Decatur County,11,13,512,248,264
50,19,53,Iowa,Decatur County,11,14,458,243,215
50,19,53,Iowa,Decatur County,11,15,376,183,193
50,19,53,Iowa,Decatur County,11,16,277,120,157
50,19,53,Iowa,Decatur County,11,17,207,84,123
50,19,53,Iowa,Decatur County,11,18,266,93,173
50,19,55,Iowa,Delaware County,11,0,17069,8611,8458
50,19,55,Iowa,Delaware County,11,1,1075,552,523
50,19,55,Iowa,Delaware County,11,2,1057,537,520
50,19,55,Iowa,Delaware County,11,3,1188,604,584
50,19,55,Iowa,Delaware County,11,4,1080,560,520
50,19,55,Iowa,Delaware County,11,5,927,475,452
50,19,55,Iowa,Delaware County,11,6,819,441,378
50,19,55,Iowa,Delaware County,11,7,841,432,409
50,19,55,Iowa,Delaware County,11,8,996,513,483
50,19,55,Iowa,Delaware County,11,9,876,434,442
50,19,55,Iowa,Delaware County,11,10,993,503,490
50,19,55,Iowa,Delaware County,11,11,1141,590,551
50,19,55,Iowa,Delaware County,11,12,1447,702,745
50,19,55,Iowa,Delaware County,11,13,1337,697,640
50,19,55,Iowa,Delaware County,11,14,1017,529,488
50,19,55,Iowa,Delaware County,11,15,717,355,362
50,19,55,Iowa,Delaware County,11,16,588,280,308
50,19,55,Iowa,Delaware County,11,17,491,233,258
50,19,55,Iowa,Delaware County,11,18,479,174,305
50,19,57,Iowa,Des Moines County,11,0,39138,19041,20097
50,19,57,Iowa,Des Moines County,11,1,2309,1147,1162
50,19,57,Iowa,Des Moines County,11,2,2466,1261,1205
50,19,57,Iowa,Des Moines County,11,3,2556,1291,1265
50,19,57,Iowa,Des Moines County,11,4,2268,1137,1131
50,19,57,Iowa,Des Moines County,11,5,2100,1085,1015
50,19,57,Iowa,Des Moines County,11,6,2271,1150,1121
50,19,57,Iowa,Des Moines County,11,7,2118,998,1120
50,19,57,Iowa,Des Moines County,11,8,2461,1207,1254
50,19,57,Iowa,Des Moines County,11,9,2106,1070,1036
50,19,57,Iowa,Des Moines County,11,10,2305,1133,1172
50,19,57,Iowa,Des Moines County,11,11,2429,1198,1231
50,19,57,Iowa,Des Moines County,11,12,2837,1378,1459
50,19,57,Iowa,Des Moines County,11,13,2762,1366,1396
50,19,57,Iowa,Des Moines County,11,14,2538,1245,1293
50,19,57,Iowa,Des Moines County,11,15,1918,879,1039
50,19,57,Iowa,Des Moines County,11,16,1483,689,794
50,19,57,Iowa,Des Moines County,11,17,1005,396,609
50,19,57,Iowa,Des Moines County,11,18,1206,411,795
50,19,59,Iowa,Dickinson County,11,0,17153,8521,8632
50,19,59,Iowa,Dickinson County,11,1,826,418,408
50,19,59,Iowa,Dickinson County,11,2,913,483,430
50,19,59,Iowa,Dickinson County,11,3,978,507,471
50,19,59,Iowa,Dickinson County,11,4,876,458,418
50,19,59,Iowa,Dickinson County,11,5,777,403,374
50,19,59,Iowa,Dickinson County,11,6,889,461,428
50,19,59,Iowa,Dickinson County,11,7,841,443,398
50,19,59,Iowa,Dickinson County,11,8,920,469,451
50,19,59,Iowa,Dickinson County,11,9,897,485,412
50,19,59,Iowa,Dickinson County,11,10,994,495,499
50,19,59,Iowa,Dickinson County,11,11,959,465,494
50,19,59,Iowa,Dickinson County,11,12,1333,670,663
50,19,59,Iowa,Dickinson County,11,13,1465,719,746
50,19,59,Iowa,Dickinson County,11,14,1467,716,751
50,19,59,Iowa,Dickinson County,11,15,1085,527,558
50,19,59,Iowa,Dickinson County,11,16,742,340,402
50,19,59,Iowa,Dickinson County,11,17,549,228,321
50,19,59,Iowa,Dickinson County,11,18,642,234,408
50,19,61,Iowa,Dubuque County,11,0,96854,47863,48991
50,19,61,Iowa,Dubuque County,11,1,6079,3142,2937
50,19,61,Iowa,Dubuque County,11,2,5971,3030,2941
50,19,61,Iowa,Dubuque County,11,3,6158,3114,3044
50,19,61,Iowa,Dubuque County,11,4,6805,3489,3316
50,19,61,Iowa,Dubuque County,11,5,6762,3486,3276
50,19,61,Iowa,Dubuque County,11,6,6334,3264,3070
50,19,61,Iowa,Dubuque County,11,7,5966,3061,2905
50,19,61,Iowa,Dubuque County,11,8,5801,2981,2820
50,19,61,Iowa,Dubuque County,11,9,4942,2433,2509
50,19,61,Iowa,Dubuque County,11,10,5326,2707,2619
50,19,61,Iowa,Dubuque County,11,11,6087,3029,3058
50,19,61,Iowa,Dubuque County,11,12,6764,3360,3404
50,19,61,Iowa,Dubuque County,11,13,6450,3165,3285
50,19,61,Iowa,Dubuque County,11,14,5567,2739,2828
50,19,61,Iowa,Dubuque County,11,15,3813,1785,2028
50,19,61,Iowa,Dubuque County,11,16,3107,1309,1798
50,19,61,Iowa,Dubuque County,11,17,2305,959,1346
50,19,61,Iowa,Dubuque County,11,18,2617,810,1807
50,19,63,Iowa,Emmet County,11,0,9253,4646,4607
50,19,63,Iowa,Emmet County,11,1,507,261,246
50,19,63,Iowa,Emmet County,11,2,471,254,217
50,19,63,Iowa,Emmet County,11,3,543,273,270
50,19,63,Iowa,Emmet County,11,4,662,316,346
50,19,63,Iowa,Emmet County,11,5,514,266,248
50,19,63,Iowa,Emmet County,11,6,571,334,237
50,19,63,Iowa,Emmet County,11,7,474,239,235
50,19,63,Iowa,Emmet County,11,8,571,306,265
50,19,63,Iowa,Emmet County,11,9,509,255,254
50,19,63,Iowa,Emmet County,11,10,483,245,238
50,19,63,Iowa,Emmet County,11,11,527,271,256
50,19,63,Iowa,Emmet County,11,12,691,349,342
50,19,63,Iowa,Emmet County,11,13,751,393,358
50,19,63,Iowa,Emmet County,11,14,623,309,314
50,19,63,Iowa,Emmet County,11,15,420,197,223
50,19,63,Iowa,Emmet County,11,16,336,162,174
50,19,63,Iowa,Emmet County,11,17,266,113,153
50,19,63,Iowa,Emmet County,11,18,334,103,231
50,19,65,Iowa,Fayette County,11,0,19660,9910,9750
50,19,65,Iowa,Fayette County,11,1,1076,533,543
50,19,65,Iowa,Fayette County,11,2,1110,592,518
50,19,65,Iowa,Fayette County,11,3,1217,648,569
50,19,65,Iowa,Fayette County,11,4,1283,661,622
50,19,65,Iowa,Fayette County,11,5,1250,701,549
50,19,65,Iowa,Fayette County,11,6,1155,598,557
50,19,65,Iowa,Fayette County,11,7,1027,517,510
50,19,65,Iowa,Fayette County,11,8,1021,510,511
50,19,65,Iowa,Fayette County,11,9,934,506,428
50,19,65,Iowa,Fayette County,11,10,1009,505,504
50,19,65,Iowa,Fayette County,11,11,1291,682,609
50,19,65,Iowa,Fayette County,11,12,1549,803,746
50,19,65,Iowa,Fayette County,11,13,1511,766,745
50,19,65,Iowa,Fayette County,11,14,1245,611,634
50,19,65,Iowa,Fayette County,11,15,947,470,477
50,19,65,Iowa,Fayette County,11,16,776,329,447
50,19,65,Iowa,Fayette County,11,17,594,256,338
50,19,65,Iowa,Fayette County,11,18,665,222,443
50,19,67,Iowa,Floyd County,11,0,15761,7793,7968
50,19,67,Iowa,Floyd County,11,1,979,531,448
50,19,67,Iowa,Floyd County,11,2,929,449,480
50,19,67,Iowa,Floyd County,11,3,1061,551,510
50,19,67,Iowa,Floyd County,11,4,983,500,483
50,19,67,Iowa,Floyd County,11,5,873,437,436
50,19,67,Iowa,Floyd County,11,6,871,448,423
50,19,67,Iowa,Floyd County,11,7,829,423,406
50,19,67,Iowa,Floyd County,11,8,861,439,422
50,19,67,Iowa,Floyd County,11,9,774,382,392
50,19,67,Iowa,Floyd County,11,10,896,438,458
50,19,67,Iowa,Floyd County,11,11,1037,516,521
50,19,67,Iowa,Floyd County,11,12,1173,583,590
50,19,67,Iowa,Floyd County,11,13,1058,523,535
50,19,67,Iowa,Floyd County,11,14,1020,469,551
50,19,67,Iowa,Floyd County,11,15,805,390,415
50,19,67,Iowa,Floyd County,11,16,662,326,336
50,19,67,Iowa,Floyd County,11,17,465,208,257
50,19,67,Iowa,Floyd County,11,18,485,180,305
50,19,69,Iowa,Franklin County,11,0,10124,5099,5025
50,19,69,Iowa,Franklin County,11,1,634,296,338
50,19,69,Iowa,Franklin County,11,2,600,340,260
50,19,69,Iowa,Franklin County,11,3,725,413,312
50,19,69,Iowa,Franklin County,11,4,595,279,316
50,19,69,Iowa,Franklin County,11,5,512,270,242
50,19,69,Iowa,Franklin County,11,6,525,265,260
50,19,69,Iowa,Franklin County,11,7,515,262,253
50,19,69,Iowa,Franklin County,11,8,599,333,266
50,19,69,Iowa,Franklin County,11,9,515,253,262
50,19,69,Iowa,Franklin County,11,10,563,287,276
50,19,69,Iowa,Franklin County,11,11,614,303,311
50,19,69,Iowa,Franklin County,11,12,761,372,389
50,19,69,Iowa,Franklin County,11,13,841,436,405
50,19,69,Iowa,Franklin County,11,14,619,308,311
50,19,69,Iowa,Franklin County,11,15,487,250,237
50,19,69,Iowa,Franklin County,11,16,407,197,210
50,19,69,Iowa,Franklin County,11,17,257,116,141
50,19,69,Iowa,Franklin County,11,18,355,119,236
50,19,71,Iowa,Fremont County,11,0,6993,3488,3505
50,19,71,Iowa,Fremont County,11,1,422,238,184
50,19,71,Iowa,Fremont County,11,2,420,211,209
50,19,71,Iowa,Fremont County,11,3,460,227,233
50,19,71,Iowa,Fremont County,11,4,395,214,181
50,19,71,Iowa,Fremont County,11,5,330,175,155
50,19,71,Iowa,Fremont County,11,6,334,173,161
50,19,71,Iowa,Fremont County,11,7,357,182,175
50,19,71,Iowa,Fremont County,11,8,389,206,183
50,19,71,Iowa,Fremont County,11,9,354,170,184
50,19,71,Iowa,Fremont County,11,10,403,202,201
50,19,71,Iowa,Fremont County,11,11,415,200,215
50,19,71,Iowa,Fremont County,11,12,542,267,275
50,19,71,Iowa,Fremont County,11,13,588,296,292
50,19,71,Iowa,Fremont County,11,14,507,250,257
50,19,71,Iowa,Fremont County,11,15,367,178,189
50,19,71,Iowa,Fremont County,11,16,253,118,135
50,19,71,Iowa,Fremont County,11,17,211,100,111
50,19,71,Iowa,Fremont County,11,18,246,81,165
50,19,73,Iowa,Greene County,11,0,8981,4430,4551
50,19,73,Iowa,Greene County,11,1,565,295,270
50,19,73,Iowa,Greene County,11,2,577,286,291
50,19,73,Iowa,Greene County,11,3,569,305,264
50,19,73,Iowa,Greene County,11,4,578,299,279
50,19,73,Iowa,Greene County,11,5,431,215,216
50,19,73,Iowa,Greene County,11,6,474,237,237
50,19,73,Iowa,Greene County,11,7,463,244,219
50,19,73,Iowa,Greene County,11,8,474,231,243
50,19,73,Iowa,Greene County,11,9,456,240,216
50,19,73,Iowa,Greene County,11,10,509,269,240
50,19,73,Iowa,Greene County,11,11,540,279,261
50,19,73,Iowa,Greene County,11,12,670,319,351
50,19,73,Iowa,Greene County,11,13,692,329,363
50,19,73,Iowa,Greene County,11,14,593,304,289
50,19,73,Iowa,Greene County,11,15,447,211,236
50,19,73,Iowa,Greene County,11,16,356,166,190
50,19,73,Iowa,Greene County,11,17,258,101,157
50,19,73,Iowa,Greene County,11,18,329,100,229
50,19,75,Iowa,Grundy County,11,0,12304,6072,6232
50,19,75,Iowa,Grundy County,11,1,681,336,345
50,19,75,Iowa,Grundy County,11,2,787,384,403
50,19,75,Iowa,Grundy County,11,3,841,413,428
50,19,75,Iowa,Grundy County,11,4,774,403,371
50,19,75,Iowa,Grundy County,11,5,623,324,299
50,19,75,Iowa,Grundy County,11,6,686,356,330
50,19,75,Iowa,Grundy County,11,7,647,314,333
50,19,75,Iowa,Grundy County,11,8,769,410,359
50,19,75,Iowa,Grundy County,11,9,684,353,331
50,19,75,Iowa,Grundy County,11,10,696,362,334
50,19,75,Iowa,Grundy County,11,11,769,382,387
50,19,75,Iowa,Grundy County,11,12,895,435,460
50,19,75,Iowa,Grundy County,11,13,883,455,428
50,19,75,Iowa,Grundy County,11,14,710,344,366
50,19,75,Iowa,Grundy County,11,15,601,274,327
50,19,75,Iowa,Grundy County,11,16,495,241,254
50,19,75,Iowa,Grundy County,11,17,366,164,202
50,19,75,Iowa,Grundy County,11,18,397,122,275
50,19,77,Iowa,Guthrie County,11,0,10720,5350,5370
50,19,77,Iowa,Guthrie County,11,1,586,301,285
50,19,77,Iowa,Guthrie County,11,2,621,303,318
50,19,77,Iowa,Guthrie County,11,3,704,364,340
50,19,77,Iowa,Guthrie County,11,4,728,399,329
50,19,77,Iowa,Guthrie County,11,5,496,244,252
50,19,77,Iowa,Guthrie County,11,6,504,260,244
50,19,77,Iowa,Guthrie County,11,7,526,274,252
50,19,77,Iowa,Guthrie County,11,8,586,299,287
50,19,77,Iowa,Guthrie County,11,9,592,309,283
50,19,77,Iowa,Guthrie County,11,10,617,313,304
50,19,77,Iowa,Guthrie County,11,11,700,343,357
50,19,77,Iowa,Guthrie County,11,12,833,432,401
50,19,77,Iowa,Guthrie County,11,13,820,402,418
50,19,77,Iowa,Guthrie County,11,14,741,390,351
50,19,77,Iowa,Guthrie County,11,15,580,272,308
50,19,77,Iowa,Guthrie County,11,16,396,181,215
50,19,77,Iowa,Guthrie County,11,17,322,151,171
50,19,77,Iowa,Guthrie County,11,18,368,113,255
50,19,79,Iowa,Hamilton County,11,0,14952,7451,7501
50,19,79,Iowa,Hamilton County,11,1,957,492,465
50,19,79,Iowa,Hamilton County,11,2,873,434,439
50,19,79,Iowa,Hamilton County,11,3,1002,527,475
50,19,79,Iowa,Hamilton County,11,4,879,458,421
50,19,79,Iowa,Hamilton County,11,5,787,422,365
50,19,79,Iowa,Hamilton County,11,6,775,386,389
50,19,79,Iowa,Hamilton County,11,7,831,441,390
50,19,79,Iowa,Hamilton County,11,8,899,448,451
50,19,79,Iowa,Hamilton County,11,9,835,416,419
50,19,79,Iowa,Hamilton County,11,10,849,434,415
50,19,79,Iowa,Hamilton County,11,11,958,509,449
50,19,79,Iowa,Hamilton County,11,12,1158,596,562
50,19,79,Iowa,Hamilton County,11,13,1084,534,550
50,19,79,Iowa,Hamilton County,11,14,931,453,478
50,19,79,Iowa,Hamilton County,11,15,692,335,357
50,19,79,Iowa,Hamilton County,11,16,496,228,268
50,19,79,Iowa,Hamilton County,11,17,404,162,242
50,19,79,Iowa,Hamilton County,11,18,542,176,366
50,19,81,Iowa,Hancock County,11,0,10712,5365,5347
50,19,81,Iowa,Hancock County,11,1,606,318,288
50,19,81,Iowa,Hancock County,11,2,579,274,305
50,19,81,Iowa,Hancock County,11,3,714,374,340
50,19,81,Iowa,Hancock County,11,4,661,358,303
50,19,81,Iowa,Hancock County,11,5,551,296,255
50,19,81,Iowa,Hancock County,11,6,538,279,259
50,19,81,Iowa,Hancock County,11,7,555,283,272
50,19,81,Iowa,Hancock County,11,8,605,313,292
50,19,81,Iowa,Hancock County,11,9,602,304,298
50,19,81,Iowa,Hancock County,11,10,567,284,283
50,19,81,Iowa,Hancock County,11,11,614,305,309
50,19,81,Iowa,Hancock County,11,12,869,431,438
50,19,81,Iowa,Hancock County,11,13,844,423,421
50,19,81,Iowa,Hancock County,11,14,742,401,341
50,19,81,Iowa,Hancock County,11,15,537,260,277
50,19,81,Iowa,Hancock County,11,16,387,189,198
50,19,81,Iowa,Hancock County,11,17,340,156,184
50,19,81,Iowa,Hancock County,11,18,401,117,284
50,19,83,Iowa,Hardin County,11,0,16868,8467,8401
50,19,83,Iowa,Hardin County,11,1,844,429,415
50,19,83,Iowa,Hardin County,11,2,895,459,436
50,19,83,Iowa,Hardin County,11,3,915,462,453
50,19,83,Iowa,Hardin County,11,4,1208,699,509
50,19,83,Iowa,Hardin County,11,5,941,525,416
50,19,83,Iowa,Hardin County,11,6,891,462,429
50,19,83,Iowa,Hardin County,11,7,893,461,432
50,19,83,Iowa,Hardin County,11,8,1008,506,502
50,19,83,Iowa,Hardin County,11,9,900,457,443
50,19,83,Iowa,Hardin County,11,10,937,491,446
50,19,83,Iowa,Hardin County,11,11,1028,501,527
50,19,83,Iowa,Hardin County,11,12,1295,622,673
50,19,83,Iowa,Hardin County,11,13,1397,749,648
50,19,83,Iowa,Hardin County,11,14,1078,551,527
50,19,83,Iowa,Hardin County,11,15,786,363,423
50,19,83,Iowa,Hardin County,11,16,678,297,381
50,19,83,Iowa,Hardin County,11,17,506,198,308
50,19,83,Iowa,Hardin County,11,18,668,235,433
50,19,85,Iowa,Harrison County,11,0,14134,7065,7069
50,19,85,Iowa,Harrison County,11,1,874,430,444
50,19,85,Iowa,Harrison County,11,2,857,470,387
50,19,85,Iowa,Harrison County,11,3,942,474,468
50,19,85,Iowa,Harrison County,11,4,906,445,461
50,19,85,Iowa,Harrison County,11,5,686,364,322
50,19,85,Iowa,Harrison County,11,6,741,399,342
50,19,85,Iowa,Harrison County,11,7,766,383,383
50,19,85,Iowa,Harrison County,11,8,769,391,378
50,19,85,Iowa,Harrison County,11,9,790,402,388
50,19,85,Iowa,Harrison County,11,10,888,450,438
50,19,85,Iowa,Harrison County,11,11,884,431,453
50,19,85,Iowa,Harrison County,11,12,1196,608,588
50,19,85,Iowa,Harrison County,11,13,1050,542,508
50,19,85,Iowa,Harrison County,11,14,848,426,422
50,19,85,Iowa,Harrison County,11,15,648,313,335
50,19,85,Iowa,Harrison County,11,16,535,255,280
50,19,85,Iowa,Harrison County,11,17,319,139,180
50,19,85,Iowa,Harrison County,11,18,435,143,292
50,19,87,Iowa,Henry County,11,0,20067,10349,9718
50,19,87,Iowa,Henry County,11,1,1144,580,564
50,19,87,Iowa,Henry County,11,2,1197,620,577
50,19,87,Iowa,Henry County,11,3,1225,622,603
50,19,87,Iowa,Henry County,11,4,1346,723,623
50,19,87,Iowa,Henry County,11,5,1450,797,653
50,19,87,Iowa,Henry County,11,6,1186,698,488
50,19,87,Iowa,Henry County,11,7,1207,668,539
50,19,87,Iowa,Henry County,11,8,1176,654,522
50,19,87,Iowa,Henry County,11,9,1138,603,535
50,19,87,Iowa,Henry County,11,10,1234,633,601
50,19,87,Iowa,Henry County,11,11,1269,653,616
50,19,87,Iowa,Henry County,11,12,1402,732,670
50,19,87,Iowa,Henry County,11,13,1287,653,634
50,19,87,Iowa,Henry County,11,14,1177,587,590
50,19,87,Iowa,Henry County,11,15,949,444,505
50,19,87,Iowa,Henry County,11,16,673,300,373
50,19,87,Iowa,Henry County,11,17,479,211,268
50,19,87,Iowa,Henry County,11,18,528,171,357
50,19,89,Iowa,Howard County,11,0,9187,4582,4605
50,19,89,Iowa,Howard County,11,1,594,299,295
50,19,89,Iowa,Howard County,11,2,621,308,313
50,19,89,Iowa,Howard County,11,3,698,373,325
50,19,89,Iowa,Howard County,11,4,549,273,276
50,19,89,Iowa,Howard County,11,5,449,243,206
50,19,89,Iowa,Howard County,11,6,478,226,252
50,19,89,Iowa,Howard County,11,7,470,233,237
50,19,89,Iowa,Howard County,11,8,528,276,252
50,19,89,Iowa,Howard County,11,9,491,256,235
50,19,89,Iowa,Howard County,11,10,461,234,227
50,19,89,Iowa,Howard County,11,11,589,297,292
50,19,89,Iowa,Howard County,11,12,690,345,345
50,19,89,Iowa,Howard County,11,13,651,336,315
50,19,89,Iowa,Howard County,11,14,548,291,257
50,19,89,Iowa,Howard County,11,15,455,216,239
50,19,89,Iowa,Howard County,11,16,335,153,182
50,19,89,Iowa,Howard County,11,17,247,101,146
50,19,89,Iowa,Howard County,11,18,333,122,211
50,19,91,Iowa,Humboldt County,11,0,9547,4703,4844
50,19,91,Iowa,Humboldt County,11,1,579,291,288
50,19,91,Iowa,Humboldt County,11,2,592,299,293
50,19,91,Iowa,Humboldt County,11,3,696,361,335
50,19,91,Iowa,Humboldt County,11,4,538,253,285
50,19,91,Iowa,Humboldt County,11,5,474,256,218
50,19,91,Iowa,Humboldt County,11,6,466,251,215
50,19,91,Iowa,Humboldt County,11,7,562,259,303
50,19,91,Iowa,Humboldt County,11,8,594,320,274
50,19,91,Iowa,Humboldt County,11,9,449,235,214
50,19,91,Iowa,Humboldt County,11,10,525,278,247
50,19,91,Iowa,Humboldt County,11,11,526,253,273
50,19,91,Iowa,Humboldt County,11,12,769,376,393
50,19,91,Iowa,Humboldt County,11,13,722,347,375
50,19,91,Iowa,Humboldt County,11,14,588,296,292
50,19,91,Iowa,Humboldt County,11,15,433,205,228
50,19,91,Iowa,Humboldt County,11,16,374,172,202
50,19,91,Iowa,Humboldt County,11,17,306,130,176
50,19,91,Iowa,Humboldt County,11,18,354,121,233
50,19,93,Iowa,Ida County,11,0,6841,3415,3426
50,19,93,Iowa,Ida County,11,1,411,214,197
50,19,93,Iowa,Ida County,11,2,486,244,242
50,19,93,Iowa,Ida County,11,3,487,262,225
50,19,93,Iowa,Ida County,11,4,402,223,179
50,19,93,Iowa,Ida County,11,5,368,192,176
50,19,93,Iowa,Ida County,11,6,314,149,165
50,19,93,Iowa,Ida County,11,7,381,198,183
50,19,93,Iowa,Ida County,11,8,383,205,178
50,19,93,Iowa,Ida County,11,9,351,172,179
50,19,93,Iowa,Ida County,11,10,320,159,161
50,19,93,Iowa,Ida County,11,11,385,173,212
