state,county, TOT_MALE,TOT_FEMALE,% Age 0 to 4 years,% Age 5 to 9 years,% Age 10 to 14 years,% Age 15 to 19 years,% Age 20 to 24 years,% Age 25 to 29 years,% Age 30 to 34 years,% Age 35 to 39 years,% Age 40 to 44 years,% Age 45 to 49 years,% Age 50 to 54 years,% Age 55 to 59 years,% Age 60 to 64 years,% Age 65 to 69 years,% Age 70 to 74 years,% Age 75 to 79 years,% Age 80 to 84 years,%  Age 85 years or older,%  TOT_MALE,% TOT_FEMALE,fips
Indiana,Washington,13920,14023,5.980030776938769,6.005081773610564,6.617041835164442,6.39874029273879,5.708048527359267,6.1553877536413415,5.575636116379773,5.912035214543892,6.07307733600544,6.6492502594567515,7.246895465769603,7.5582435672619255,7.064381061446516,5.847618365959274,4.562860108077157,3.059800307769388,1.8144079018000931,1.771463336077014,49.815696238771785,50.18430376122821,18175
Indiana,Wayne,31937,33999,5.628184906576074,6.143836447464208,6.362230041252123,6.444127638922592,6.391045862654695,5.987624363018685,5.620601795680661,5.784396991021596,5.684299927202136,6.31066488716331,6.5245086144139774,7.0674593545256,6.894564426110167,6.00127396263043,4.587782091725309,3.503397233681145,2.444794952681388,2.6192065032759038,48.43636253336569,51.56363746663432,18177
Indiana,Wells,13912,14294,6.5198893852371835,6.9949656101538675,7.0410550946607104,6.218535063461675,5.58037297029001,5.867545912217259,5.505920726086648,6.094447989789407,5.399560377224704,5.885272637027582,6.253988513082323,7.3140466567397,7.016237679926257,5.8001843579380274,4.328866198681132,3.2546266751754946,2.1803871516698576,2.744097000638162,49.32283911224562,50.67716088775438,18179
Indiana,White,12010,12123,6.049807317780632,6.605063605850909,6.4020221273774505,6.600919902208593,5.523556955206564,5.589856213483611,4.902001408859238,5.283222143952265,5.506982140637302,6.455890274727552,6.1699747234077815,7.239050263125181,7.558115443583476,6.497327311150706,5.291509551236896,3.393693283056396,2.324617743338996,2.6063895910164505,49.76588074420917,50.23411925579082,18181
Indiana,Whitley,16983,17091,6.086752362505136,6.154252509244585,6.764688618888302,6.1777308211539586,5.470446674884076,5.975230380935611,5.828490931502025,5.834360509479368,6.039795738686388,6.33327463755356,6.33327463755356,7.721429829195281,7.307624581792569,6.139578564301227,4.53718377648647,2.9435933556377294,2.0191348242061395,2.333157245994013,49.841521394611725,50.15847860538827,18183
Iowa,Adair,3509,3554,5.43678323658502,5.97479824437208,6.201330879229789,5.762423899192978,4.7713436216905,5.3943083675492,5.7482656095143705,5.719949030157157,4.898768228797961,5.196092312048704,6.215489168908396,8.395865779413846,7.5888432677332585,6.6543961489452075,4.743027042333286,3.7519467648308082,3.086507149936288,4.4598612487611495,49.68143848223134,50.31856151776866,19001
Iowa,Adams,1825,1820,5.816186556927297,5.8984910836762685,6.090534979423869,5.349794238683128,4.170096021947874,5.569272976680384,5.349794238683128,5.486968449931413,4.636488340192043,5.267489711934156,6.008230452674898,9.43758573388203,7.84636488340192,6.748971193415638,5.51440329218107,4.691358024691358,2.9629629629629632,3.155006858710562,50.06858710562414,49.93141289437586,19003
Iowa,Allamakee,7019,6813,6.925968768074031,6.35482938114517,6.53556969346443,5.624638519375361,4.981203007518797,5.133024869866975,4.937825332562175,5.335454019664546,4.713707345286293,5.111336032388664,6.253614806246385,7.5910931174089065,7.779063042220937,7.207923655292077,5.429438982070561,4.026894158473106,3.072585309427415,2.98582995951417,50.74465008675535,49.25534991324465,19005
Iowa,Appanoose,6143,6294,5.700731687706038,6.215325239205597,6.53694620889282,5.789177454370025,4.9208008362145215,5.210259708933022,4.91276031197234,5.644448018010775,5.04944922408941,5.620326445284232,6.376135724049208,7.260593390689072,8.06464581490713,6.6253919755568065,5.765055881643484,4.140869984723004,2.7820213877944844,3.385060705958028,49.392940419715366,50.60705958028463,19007
Iowa,Audubon,2673,2833,6.047947693425354,5.4122775154377045,5.630221576462041,5.23065746458409,5.085361423901199,5.067199418815838,4.522339266254995,5.030875408645114,4.703959317108609,5.10352342898656,6.302215764620414,9.06284053759535,8.063930257900472,6.592807845986197,5.35779150018162,4.522339266254995,3.4144569560479474,4.8492553577915,48.547039593171085,51.45296040682892,19009
Iowa,Benton,12785,12857,6.0603697059511745,6.267061851649637,6.859839326105607,6.2007643709539035,5.104906013571484,5.023009125653225,5.3076983074643165,5.997972077061071,5.845877856641447,6.044770298728648,7.45651665236721,8.115591607518914,7.125029248888542,5.498791045940255,4.500428983698619,3.388971219093674,2.3438109351844627,2.8585913735278057,49.85960533499727,50.14039466500273,19011
